,nama_usaha,jenis_usaha,alamat,kelurahan,kecamatan,ada_nib,tidak_ada_nib,jumlah_karyawan_L,jumlah_karyawan_P,total_jumlah_karyawan,tahun,
183,Lava Toast,CAFE,Jl. Abdi Praja VII,Sepinggan Raya,Balikpapan Selatan,v,x,0,1,1,2021,
184,Kopi Yuk,CAFE,Jl. Sepinggan Baru RT.02,Sepinggan Raya,Balikpapan Selatan,v,x,2,3,5,2021,
185,Tom Tea,CAFE,Jl. Sepinggan Baru RT.02,Sepinggan Raya,Balikpapan Selatan,x,x,0,1,1,2021,
186,Café Segaru,CAFE,Jl. Ruhui Rahayu II,Sepinggan Raya,Balikpapan Selatan,v,x,1,2,3,2021,
187,Topoki Asik,CAFE,Jl. Soekarno Hatta Km7 RT.38,Graha Indah,Balikpapan Utara,x,x,1,1,2,2021,
188,Kilo Kopi,CAFE,Jl. Soekarno Hatta Km 10 RT.41,Graha Indah,Balikpapan Utara,x,x,0,2,2,2021,
189,Kopi Hitam Manis,CAFE,Jl. Soekarno Hatta Km 10,Karang joang,Balikpapan Utara,v,x,2,3,5,2021,
190,Pondok Kopi 78,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,3,0,3,2021,
191,Kopi Rumah Mantan Ringroad,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,5,2,7,2021,
192,Num Num Thaitea,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,2,2,4,2021,
193,Auskah,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,1,0,1,2021,
194,Puan Kopi,CAFE,jl.abdi praja,Sepinggan Baru,Balikpapan Selatan,x,v,2,2,4,2021,
195,Rishobar Café,CAFE,jl.abdi praja,Sepinggan Baru,Balikpapan Selatan,x,v,1,1,2,2021,
196,Café 80 20,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,v,x,0,2,2,2021,
197,Kopi Janji Jiwa Ringroad,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,0,2,2,2021,
198,Dreams Coffee,CAFE,jl.belibis,Gn.bahagia,Balikpapan Selatan,x,v,2,0,2,2021,
199,Kopi Station,CAFE,jl.Jend Sudirman no.1,Damai Bahagia,Balikpapan Selatan,v,x,1,1,2,2021,
200,Dejong Café,CAFE,jl.Manuntung,Gn. Samarinda Baru,Balikpapan Selatan,x,v,1,2,3,2021,
201,Chumbucket Café,CAFE,Jl.Abdi Praja 1b No.14,Sepinggan Baru,Balikpapan Selatan,x,v,0,6,6,2021,
202,Suka Rame Café,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,2,1,3,2021,
203,Kopi Ruang Hati Ringroad,CAFE,Jl.Ruhui Rahayu,Gn.bahagia,Balikpapan Selatan,x,v,1,2,3,2021,
204,Luca,CAFE,Jl. Jend. Sudirman,Damai,Balikpapan Kota,x,x,0,4,4,2021,
205,Koteka,CAFE,Jl. Jend. Sudirman,Damai,Balikpapan Kota,x,x,0,3,3,2021,
206,Tea Break,CAFE,Jl. MT. Haryono,Damai,Balikpapan Kota,x,x,0,6,6,2021,
207,Priority Café Box,CAFE,Jl. Sungai Ampal Ruko Priority no 61,Damai,Balikpapan Selatan,v,x,1,1,2,2021,
208,Kalijodo Coffee,CAFE,Ruko Sentra eropa 2 Blok b no 17,Damai,Balikpapan Selatan,v,x,7,1,8,2021,
209,Fusion Café,CAFE,ruko Sentra Eropa Blok AA1A no 12,Damai,Balikpapan Selatan,v,x,3,9,12,2021,
210,Shini Shuda,CAFE,Ruko Sentra Eropa I Blok AB 1 no 9,Damai,Balikpapan Selatan,v,x,1,1,2,2021,
211,Damang Café,CAFE,Little China AB 5,Damai,Balikpapan Selatan,v,x,1,3,4,2021,
212,Dialog Coffee,CAFE,Ruko sentra eropa I Blok Ab 3,Damai,Balikpapan Selatan,v,x,6,6,12,2021,
213,Café Fr92,CAFE,Little China Blok Ab6 no 17,Damai,Balikpapan Selatan,v,x,1,1,2,2021,
214,Omah Café,CAFE,Jl. Sultan Hasanudin RT. 7,Kariangau,Balikpapan Utara,x,v,1,2,3,2021,
215,Kedai Gamasi,CAFE,Grand City Ruko Palladium Blok J/12,Batu Ampar,Balikpapan Utara,v,x,4,0,4,2021,
216,Kedai Kopi Madalle,CAFE,Grand City Ruko Palladium Blok K/27,Batu Ampar,Balikpapan Utara,v,x,3,1,4,2021,
217,Choco Melts Grand City,CAFE,Grand City Ruko Palladium Blok K/3,Batu Ampar,Balikpapan Utara,v,x,2,2,4,2021,
218,Kairos Coffee Grand City,CAFE,Grand City Ruko Palladium Blok J/02,Batu Ampar,Balikpapan Utara,v,x,3,4,7,2021,
219,Xiyu Grand City,CAFE,Grand City Ruko Palladium Blok I/2,Batu Ampar,Balikpapan Utara,v,x,1,2,3,2021,
220,Segaru X Holly Grill Grand City,CAFE,Grand City Ruko Boulevard Blok AC/16,Batu Ampar,Balikpapan Utara,v,x,0,4,4,2021,
221,Black Kawa Coffee Express,CAFE,Grand City Ruko Boulevard Blok AC/56,Batu Ampar,Balikpapan Utara,v,x,6,1,7,2021,
222,Boba Bar,CAFE,Jl. MT Haryono Komp. Ruko BB Blok D2 No. 21,Damai,Balikpapan Selatan,v,x,0,1,1,2021,
223,Segaria Minuman Nusantara,CAFE,LIVING PLAZA LT. 2 FOOD COURT,Gn.bahagia,Balikpapan Selatan,v,x,1,1,2,2021,
224,Two Seasons Caffe,CAFE,LIVING PLAZA LT. 2 FOOD COURT,Gn.bahagia,Balikpapan Selatan,v,x,0,2,2,2021,
225,Tea 2 Daun,CAFE,LIVING PLAZA LT. 2 FOOD COURT,Gn.bahagia,Balikpapan Selatan,v,x,0,2,2,2021,
226,Kopi Kilo,CAFE,LIVING PLAZA LT. 2 FOOD COURT,Gn.bahagia,Balikpapan Selatan,v,x,3,0,3,2021,
227,Captain Gelato,CAFE,LIVING PLAZA LT. 2 FOOD COURT,Gn.bahagia,Balikpapan Selatan,v,x,0,1,1,2021,
228,Chatime Living,CAFE,LIVING PLAZA LT. UG,Gn.bahagia,Balikpapan Selatan,v,x,5,2,7,2021,
229,Dum-Dum,CAFE,LIVING PLAZA LT. UG,Gn.bahagia,Balikpapan Selatan,v,x,1,2,3,2021,
230,Seuta Hk Waffle,CAFE,LIVING PLAZA LT. UG,Gn.bahagia,Balikpapan Selatan,v,x,0,2,2,2021,
231,Excelso,CAFE,LIVING PLAZA LT. G,Gn.bahagia,Balikpapan Selatan,v,x,1,3,4,2021,
232,Kyro Grill Dan Café House,CAFE,JL. SEPINGGAN BARU NO. 74,Sepinggan Baru,Balikpapan Selatan,v,x,0,1,1,2021,
233,Kairos Coffe,CAFE,JL. KOL SYARIFUDDIN YOES NO. 3A,Gn.bahagia,Balikpapan Selatan,v,x,4,4,8,2021,
234,Num-Num Stay Tea Sepinggan,CAFE,JL. SEPINGGAN BARU,Sepinggan Baru,Balikpapan Selatan,v,x,0,8,8,2021,
235,Roti Go,CAFE,BPP REGENCY W.6 NO.05,Gn.bahagia,Balikpapan Selatan,v,x,0,1,1,2021,
236,Kopi Ruang Hati,CAFE,BPP REGENCY W.6 NO.32,Gn.bahagia,Balikpapan Selatan,v,x,1,2,3,2021,
237,Hitam Manis Regency,CAFE,BPP REGENCY RUKO NEW CARABIEN W.5 NO.15,Gn.bahagia,Balikpapan Selatan,v,x,2,4,6,2021,
238,Beranda Coffe,CAFE,BPP REGENCY BLOK W.1 NO.21,Gn.bahagia,Balikpapan Selatan,v,x,1,2,3,2021,
239,Cove. Lap,CAFE,JL. SYARIFUDDIN YOES RT. 48,Gn.bahagia,Balikpapan Selatan,v,x,1,0,1,2021,
240,Kopi Random,CAFE,JL. SYARIFUDDIN YOES RT. 48,Gn.bahagia,Balikpapan Selatan,v,x,2,1,3,2021,
241,Fruite Bar,CAFE,JL. MANUNTUNG NO.01 KNPI,Sepinggan Baru,Balikpapan Selatan,v,x,0,1,1,2021,
242,Caffe La Pongka,CAFE,JL. MANUNTUNG NO.01 KNPI,Sepinggan Baru,Balikpapan Selatan,v,x,0,1,1,2021,
243,Gomu,CAFE,JL. MANUNTUNG NO.01 KNPI,Sepinggan Baru,Balikpapan Selatan,v,x,1,0,1,2021,
244,Sedulur Coffe,CAFE,BPP REGENCY JL. THE BLOSSOM,Gn.bahagia,Balikpapan Selatan,v,x,1,0,1,2021,
245,Nasi Goreng Malang,CAFE,BPP REGENCY JL. THE BLOSSOM,Gn.bahagia,Balikpapan Selatan,x,v,0,4,4,2021,
246,Just Eat Now,CAFE,jl.letkol pol asnawi,Gn.bahagia,Balikpapan Selatan,x,v,1,1,2,2021,
247,Slalu Coffee,CAFE,jl.letkol pol asnawi,Gn.bahagia,Balikpapan Selatan,x,v,1,0,1,2021,
248,Ko_Pay,CAFE,jl.letkol pol asnawi,Gn.bahagia,Balikpapan Selatan,x,v,2,0,2,2021,
249,Adm Coffee,CAFE,jl.manunggal,Sungai Nangka,Balikpapan Selatan,v,0,4,6,10,2021,
250,Hitam Manis Bjbj,CAFE,jl.letkol pol asnawi,Gn.bahagia,Balikpapan Selatan,x,v,2,1,3,2021,
251,Nie Kita Teras Coffee,CAFE,jl.letkol pol asnawi,Gn.bahagia,Balikpapan Selatan,v,x,1,1,2,2021,
252,Coffee Shop Garis Temu,CAFE,jl.letkol pol asnawi,Gn.bahagia,Balikpapan Selatan,v,x,1,6,7,2021,
253,Kahava,CAFE,jl.ledjen suprapto RT.6,Baru Ilir,Balikpapan Barat,x,x,0,3,3,2021,
254,Num Num Thai Tea,CAFE,jl.ledjen suprapto,Baru Ilir,Balikpapan Barat,x,x,0,4,4,2021,
255,Raja Tubruk Bandara Sepinggan,CAFE,Bandara Sultan Aji MS lt.2 Departure,Sepinggan,Balikpapan Selatan,v,x,3,4,7,2021,
256,Gloria Jeans Bandara Sepinggan,CAFE,Bandara Sultan Aji MS lt.2 Departure,Sepinggan,Balikpapan Selatan,v,x,1,7,8,2021,
257,Herbe Café,CAFE,Bandara Sultan Aji MS lt.2 Departure,Sepinggan,Balikpapan Selatan,x,v,1,2,3,2021,
258,Coffee Shop Capital,CAFE,jl.MT.Haryono,Gn.bahagia,Balikpapan Selatan,x,v,2,0,2,2021,
259,Yeye Coffee & Resto,CAFE,MT. Haryono Gunung Malang,Klandasan Ilir,Balikpapan Kota,x,v,3,3,6,2021,
260,Genio Coffee,CAFE,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,0,6,6,2021,
261,Toko Kopi Semeru,CAFE,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,0,4,4,2021,
262,Luca,CAFE,Jl. Jend. Sudirman,Damai,Balikpapan Kota,x,x,0,6,6,2021,
263,Koteka,CAFE,Jl. Jend. Sudirman,Damai,Balikpapan Kota,x,x,2,2,4,2021,
264,Tea Break,CAFE,Jl. MT. Haryono,Damai,Balikpapan Kota,x,x,3,4,7,2021,
265,Reni Jaya Catering,Catering,JL.MULAWARMAN RT.40 NO.04,Manggar,Balikpapan Timur,v,x,0,2,2,2021,
266,Depot Anisa,Catering,JL. Tanjung Pura 1,Klandasan Ulu,Balikpapan Kota,v,x,0,6,6,2021,
267,Depot Cakalang,Catering,JL. Tanjung Pura 1,Klandasan Ulu,Balikpapan Kota,v,x,0,4,4,2021,
268,Cathering Nikmat,Catering,Jl. Meyjen Sutoyo Nio. 91,Klandasan Ilir,Balikpapan Kota,v,x,35,20,55,2021,
269,Banjar Sari Cathering,Catering,Jl. Wiluyopuspoyudo,Klandasan Ulu,Balikpapan Kota,v,x,23,16,39,2021,
270,Catering Anis,Catering,Jl. Telindung RT. 15 No. 82,Batu Ampar,Balikpapan Utara,v,x,0,3,3,2021,
271,Permata Catering,Catering,Jl. Inpres IV RT. 11 No. 72,Muara Rapak,Balikpapan Utara,x,v,1,2,3,2021,
272,Catering Wati,Catering,Jl. DI Panjaitan Strat I RT. 5 No. 5,Gn. Samarinda,Balikpapan Utara,x,v,0,2,2,2021,
273,Ladziidza Catering,Catering,Jl. Indrakila RT. 58 No.2,Gn. Samarinda,Balikpapan Utara,v,x,2,4,6,2021,
274,Dapur Browniesku Taman Sari,Catering,Komp. WIKA Boulevard Kutai Hill A1 No. 17,Gn. Samarinda,Balikpapan Utara,v,x,1,11,12,2021,
275,Al-Aulia Catering,Catering,KM 4 Setelah pasar butun,Batu Ampar,Balikpapan Utara,v,x,4,4,8,2021,
276,Umi Helda Catering,Catering,Jl. Minangkabau RT. 4 No. 63,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
277,Sundari Catering,Catering,Jl. MT Haryono Gg. Tumaritis no. 92 rt 42,Graha Indah,Balikpapan Utara,v,x,10,20,30,2021,
278,Ibu Catering,Catering,Grand City Ruko Palladium Blok K/28 A,Batu Ampar,Balikpapan Utara,v,x,1,5,6,2021,
279,Catering Anisa Aqiqah,Catering,JL. SOSIAL,Sepinggan Baru,Balikpapan Selatan,v,x,1,1,2,2021,
280,Warung Tanjung,Catering,Jl.MT.Haryono Gg.PLN,Gn.bahagia,Balikpapan Selatan,v,x,5,9,14,2021,
281,Umak Communal Space,Coffee Shop,JL. Pu 3 No. 38 Perum. V&W,Prapatan,Balikpapan Kota,v,x,3,2,5,2021,
282,Foreshfree Coffee Shope Sudirman,Coffee Shop,JL. Tj pura kantor kodim,Telaga Sari,Balikpapan Kota,v,x,3,2,5,2021,
283,Snc Coffee Space,Coffee Shop,JL. Tanjung Pura No. 19,Klandasan Ulu,Balikpapan Kota,v,x,3,3,6,2021,
284,Kulo Kopi,Coffee Shop,Jl. Ahmad Yani,Klandasan Ilir,Balikpapan Kota,v,x,2,0,2,2021,
285,The Gade Coffee & Gold,Coffee Shop,JL. Jendral Sudirman,Klandasan Ulu,Balikpapan Kota,v,x,2,2,4,2021,
286,Dialog Coffee,Coffee Shop,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,v,x,3,9,12,2021,
287,Yonin Coffee,Coffee Shop,Jl. Soekarno Hatta KM. 1 No. 39,Muara Rapak,Balikpapan Utara,v,x,1,0,1,2021,
288,Azizah Thai Tea,Coffee Shop,Jl. Dua RT. 18 No. 20,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2021,
289,Aus Kah Jilid 005,Coffee Shop,Jl. DI Panjaitan Strat 1,Gn. Samarinda,Balikpapan Utara,v,x,4,0,4,2021,
290,Demen Kopi,Coffee Shop,Jl. Di Panjaitan Strat 1 RT. 79,Gn. Samarinda,Balikpapan Utara,v,x,3,0,3,2021,
291,T Tea- Bpn,Coffee Shop,Jl. DI Panjaitan Strat I Gang Al-Gofur III,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2021,
292,Kuma Boba,Coffee Shop,Jl. Projakal Kilo 1,Gn. Samarinda,Balikpapan Utara,v,x,4,4,8,2021,
293,Suhu Coffee,Coffee Shop,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,v,x,6,1,7,2021,
294,Kulawaku,Coffee Shop,Jl. Indrakila No. 107 RT. 33,Gn. Samarinda,Balikpapan Utara,v,x,1,1,2,2021,
295,To Ez For Coffee,Coffee Shop,Jl. Indrakila RT. 23 No. 11,Gn. Samarinda,Balikpapan Utara,v,x,3,1,4,2021,
296,Janji Jiwa #109 Kampung Timur,Coffee Shop,Jl. Indrakila No. 17 I,Gn. Samarinda Baru,Balikpapan Utara,v,x,5,6,11,2021,
297,Brother'S Coffee,Coffee Shop,Jl. Indrakila,Gn. Samarinda Baru,Balikpapan Utara,v,x,2,0,2,2021,
298,Son'S Coffee,Coffee Shop,Perum Wika Kutai Hills Blok RK No. 16,Gn. Samarinda Baru,Balikpapan Utara,v,x,2,0,2,2021,
299,Puan Kopi,Coffee Shop,Jl. Indrakila No. 62 RT. 32 RW. 999,Gn. Samarinda Baru,Balikpapan Utara,v,x,3,3,6,2021,
300,Meraci Kopi,Coffee Shop,Jl. Indrakila NO. 35,Gn. Samarinda Baru,Balikpapan Utara,v,x,4,1,5,2021,
301,Galileo Kopi,Coffee Shop,Jl. DI Panjaitan,Gn. Samarinda,Balikpapan Utara,x,v,1,0,1,2021,
302,Hitam Manis Kampung Timur,Coffee Shop,Jl. Waduk Wonorejo No. 02 RT. 31,Gn. Samarinda Baru,Balikpapan Utara,v,x,5,1,6,2021,
303,Kedai Rasa Kopi,Coffee Shop,Jl. Indrakila Kampung Timur RT. 4,Gn. Samarinda Baru,Balikpapan Utara,v,x,2,1,3,2021,
304,Mlakoe,Coffee Shop,Jl. Indrakila No. 7,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,0,1,2021,
305,Hitam Manis,Coffee Shop,Jl. Soekarno Hatta No. 58,Muara Rapak,Balikpapan Utara,v,x,1,2,3,2021,
306,Kairos Coffee,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,x,v,0,1,1,2021,
307,Like Kopi,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,x,x,2,1,3,2021,
308,Auss Kah!,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,x,x,3,0,3,2021,
309,Hobbies,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,v,x,3,2,5,2021,
310,Lokatara Coffee,Coffee Shop,Jl. Jend. Sudirman,Klandasan Ilir,Balikpapan Kota,x,v,5,2,7,2021,
311,Hitam Manis Kariangau,Coffee Shop,Jl. Projakal No. 63,Batu Ampar,Balikpapan Utara,x,v,1,3,4,2021,
312,Boss Drink,Coffee Shop,Jl. Taman Sari,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2021,
313,Num Nums Thai Tea,Coffee Shop,Jl. Graha Indah (seberang Musholla Madinatul Iman),Batu Ampar,Balikpapan Utara,v,x,0,2,2,2021,
314,Kopi Soe,Coffee Shop,Ruko Sentra Eropa II Blok AA No 30,Damai,Balikpapan Selatan,x,x,2,1,3,2021,
315,Semantik Coffee,Coffee Shop,Ruko Fantasy Junction Blok FJ5 No 26,Damai,Balikpapan Selatan,v,x,4,0,4,2021,
316,Hitam Manis,Coffee Shop,Jl. Sungai Ampal Ruko Priority no 66,Damai,Balikpapan Selatan,v,x,4,4,8,2021,
317,Wiskara Coffee,Coffee Shop,Ruko Sentra Eropa II Blok AB no 25,Damai,Balikpapan Selatan,v,x,3,0,3,2021,
318,Kopi Lain Hati,Coffee Shop,jl. Mt Haryono Komp. BB Blok D3 No. 17,Damai,Balikpapan Selatan,x,x,2,1,3,2021,
319,Kopi Lawe,Coffee Shop,jl. Boulevard Ruko sentra eropa 3 Blok AC 1 No 1,Damai,Balikpapan Selatan,v,x,6,4,10,2021,
320,Cpm Coffee Shop,Coffee Shop,Ruko sentra Eropa Blok AB 9 no 1,Damai,Balikpapan Selatan,v,x,3,5,8,2021,
321,Kopi Bababru,Coffee Shop,ruko fantasy junction blok FJ2 no 28,Damai,Balikpapan Selatan,v,x,0,2,2,2021,
322,Groswurzel Coffee,Coffee Shop,Ruko Fantasy Junction Blok FJ2 no 28,Damai,Balikpapan Selatan,x,v,0,1,1,2021,
323,Cetroo Coffee Balikpapan,Coffee Shop,Ruko Sentra Eropa Belakang Mall BB Blok AA 5 no 26,Damai,Balikpapan Selatan,v,x,0,2,2,2021,
324,Garis Bumi,Coffee Shop,Little China Blok AB5 no 39,Damai,Balikpapan Selatan,x,v,4,0,4,2021,
325,Kopi Dari Hati,Coffee Shop,Jl. Taman Sari No. 190 RT. 52,Graha Indah,Balikpapan Utara,v,x,1,1,2,2021,
326,Hitam Manis Grand City,Coffee Shop,Grand City Ruko Palladium Blok K/5,Batu Ampar,Balikpapan Utara,v,x,3,3,6,2021,
327,Dum Dum Grand City,Coffee Shop,Grand City Ruko Palladium Blok J/3,Batu Ampar,Balikpapan Utara,x,v,0,3,3,2021,
328,Tropicalley,Coffee Shop,Grand City Ruko Boulevard Blok AC/26,Batu Ampar,Balikpapan Utara,v,x,3,0,3,2021,
329,Kopi Taya,Coffee Shop,Jl. Kapten Tendean,Gn. Pasir,Balikpapan Kota,x,v,0,1,1,2021,
330,Makanja,Coffee Shop,Jl.Ars Muhammad No.59,Klandasan Ulu,Balikpapan Kota,x,v,2,3,5,2021,
331,Kairos Coffee,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,x,v,0,1,1,2021,
332,Like Kopi,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,x,x,2,1,3,2021,
333,Auss Kah!,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,x,x,3,0,3,2021,
334,Hobbies,Coffee Shop,Sungai Ampal,Sumber Rejo,Balikpapan Tengah,v,x,3,2,5,2021,
335,Barabas,Coffee Shop,JL. Kapten Tendean,Gn. Sari Ilir,Balikpapan Kota,x,x,0,2,2,2021,
336,Kopi Rumah Mantan,Coffee Shop,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,0,4,4,2021,
337,Lokatara Coffee,Coffee Shop,Jl. Jend. Sudirman,Klandasan Ilir,Balikpapan Kota,x,v,5,2,7,2021,
338,Palmy Coffee,Coffee Shop,Jl. MT. Haryono,Damai,Balikpapan Selatan,x,x,2,2,4,2021,
339,Depot Via,Depot,BPP REGENCY BLOK W.1 NO.15,Gn. Bahagia,Balikpapan Selatan,v,x,1,0,1,2021,
340,Barber Guns,Barbershop,GANG. PJHI RT.21 NO.19,Manggar,Balikpapan Timur,x,v,4,0,4,2021,
341,Tq 1 Futsal,Gelanggang Futsal,"Jl. Soekarno Hatta Km 6,5",Graha Indah,Balikpapan Utara,v,x,1,0,1,2021,
342,Planet Futsal Balikpapan,Gelanggang Futsal,JL. KOL SYARIFUDDIN YOES RT. 50,Gn. Bahagia,Balikpapan Selatan,v,x,4,3,7,2021,
343,Pertamina Golf Balikpapan,Golf & Swimming Pool,Jl.Jendral Sudirman,Gn. Bahagia,Balikpapan Selatan,x,x,2,0,2,2021,
344,Karang Joang Golf&Swimming Pool,Golf & Swimming Pool,"Jl. AMD Projakal KM 5,5",Karang Joang,Balikpapan Utara,v,x,21,1,22,2021,
345,Happy Puppy,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,3,6,9,2021,
346,Queen Café & Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,4,6,10,2021,
347,Seven Café & Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,2,8,10,2021,
348,Angel Sky Café & Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,0,8,8,2021,
349,Mj Café & Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,0,5,5,2021,
350,Rasa Sayang Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,0,6,6,2021,
351,Happy Puppy,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,6,6,12,2021,
352,Inul Vizka Balikpapan,KARAOKE,Jl. Jendral Sudriman No.331 332,Klandasan Ulu,Balikpapan Kota,x,v,12,2,14,2021,
353,Ozon Pub & Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,2,4,6,2021,
354,Brothers Pub & Karaoke,KARAOKE,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,x,x,0,4,4,2021,
355,Kanan Kopi,Kedai,JL.MULAWARMAN RT.03 NO.29,Manggar,Balikpapan Timur,v,x,2,2,4,2021,
356,Warkop Hitam Putih,Kedai,JL.MULAWARMAN RT.41,Manggar,Balikpapan Timur,v,x,2,0,2,2021,
357,Mr. Daeng 5,Kedai,JL.MULAWARMAN,Sepinggan Raya,Balikpapan Selatan,v,x,3,2,5,2021,
358,Warkop 29 Jeng Hand,Kedai,JL.MULAWARMAN RT.27 NO.29,Sepinggan Raya,Balikpapan Selatan,v,x,0,1,1,2021,
359,Kedai Hoki,Kedai,Ruko Bandar,Klandasan Ulu,Balikpapan Kota,v,x,3,7,10,2021,
360,Puan Kopi,Kedai,Jl.mekar sari,Gn. Sari Ilir,Balikpapan Tengah,x,v,1,2,3,2021,
361,Hitam Manis Marta Dinata,Kedai,Jl. Pembangunan,Gn. Sari Ilir,Balikpapan Tengah,x,v,3,1,4,2021,
362,Terserah Café,Kedai,Jl.maijen sutoyo,Gn. Sari Ulu,Balikpapan Tengah,v,0,2,2,4,2021,
363,Kaanee Tea,Kedai,Jl.di panjaitan,Gn. Guntur,Balikpapan Tengah,x,v,1,2,3,2021,
364,Kedai Kopi Band N,Kedai,Jl. S. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,x,2,0,2,2021,
365,Angkringan Kopi,Kedai,Jl. S. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,x,2,0,2,2021,
366,Dejong,Kedai,jl.Manuntung,Gn. Samarinda Baru,Balikpapan Selatan,x,v,0,3,3,2021,
367,Ayam Gilas,Kedai,jl.tilang II no.57,Gn. Bahagia,Balikpapan Selatan,x,v,0,2,2,2021,
368,Kedai Melody,Kedai,Jl. MT Haryono Komp. Ruko BB Blok B3 No. 20,Damai,Balikpapan Selatan,v,x,0,1,1,2021,
369,Kedai Bassmalah,Kedai,BPP REGENCY SEKTOR KINTAMI RT. 40 NO. S4,Gn. Bahagia,Balikpapan Selatan,x,v,0,1,1,2021,
370,Che-Fry Crisey Snack,Kedai,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,0,2,2,2021,
371,Kedai Mendoan,Kedai,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,2,0,2,2021,
372,Kedai As-Salam,Kedai,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,2,2,4,2021,
373,Kedai Sabindo,Kedai,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,0,3,3,2021,
374,Mie Granat,Kedai,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,2,0,2,2021,
375,Kedai Bcb,Kedai,JL. Mayjen Sutoyo,Klandasan Ilir,Balikpapan Kota,x,x,2,0,2,2021,
376,Kedai Good Times,Kedai,Jl. MT. Haryono,Damai,Balikpapan Selatan,x,v,2,2,4,2021,
377,Kedai Coger Bpn,Kedai,Jl. MT. Haryono,Damai,Balikpapan Selatan,v,x,5,0,5,2021,
378,Zglow Clinic,Klinik Kecantikan,jl.letkol pol asnawi,Gn. Bahagia,Balikpapan Selatan,x,v,1,8,9,2021,
379,Marwah Skin Clinic Balikpapan,Klinik Kecantikan,jl.MT.Haryono No.9 RT.30,Sungai Nangka,Balikpapan Selatan,x,v,1,12,13,2021,
380,Kampung Amplang Ud.Taufik Jaya Makmur,Pusat Oleh-Oleh,Jl.Jend.Sudirman,Damai Baru,Balikpapan Selatan,x,v,0,5,5,2021,
381,Bontong Jensud,Pusat Oleh-Oleh,Jl.Jend.Sudirman,Damai Baru,Balikpapan Selatan,x,v,1,2,3,2021,
382,Amplang Sebaya K,Pusat Oleh-Oleh,Jl.Jend.Sudirman,Damai Baru,Balikpapan Selatan,x,v,3,5,8,2021,
383,Bonting,Pusat Oleh-Oleh,Jl.Jend.Sudirman,Damai Baru,Balikpapan Selatan,x,v,0,2,2,2021,
384,Karya Lestari,Pusat Oleh-Oleh,Jl. Ahmad Yani Rt.21,Gn. Sari Ulu,Balikpapan Tengah,x,v,0,1,1,2021,
385,Pastel Nadia,Pusat Oleh-Oleh,Jl.Ahmad yani,Gn. Sari Ulu,Balikpapan Tengah,x,v,0,1,1,2021,
